stop_id,stop_name,stop_lat,stop_lon
"8240B130861","Dublin Airport","53.4276848640462","-6.24186900747195"
"8240B130871","Dublin Airport","53.4279145207242","-6.24220565071915"
"8240B1308801","Dublin Airport","53.4282925455244","-6.24285220335521"
"8240B1309001","Dublin Airport","53.4284115319757","-6.24299778456947"
"8240B1332001","Balbriggan (Bank of Ireland)","53.6071283647463","-6.18350844613664"
"8240B1333201","Balrothery (Opp Balrothery Inn)","53.5879675713771","-6.18952684302739"
"8240B1342501","Ward Cross (Northbound)","53.4438249062376","-6.34096736533977"
"8240B1343201","Kilshane Cross (Westbound)","53.4288185664622","-6.33025016383034"
"8240B1344501","St. Margaret's, Kildonan (North Road)","53.413411381391","-6.31922522879644"
"8240B134461","Lucan, Spa Hotel","53.3568321923541","-6.46533165134911"
"8240B1345301","Swords (Entrance Pavillion SC)","53.4531847428826","-6.21586502712613"
"8240B1347401","Balbriggan, Bus Stop at Train Station","53.6116654622727","-6.18279977739387"
"8240B1347601","Moylaragh","53.6124595904201","-6.20324580101849"
"8240B1347701","Hastings Green Roundabout","53.6133455694266","-6.20958660877097"
"8240B1348101","Hamlet Lane","53.6157402931163","-6.1990705883773"
"8240B1348501","Castleland Roundabout","53.6020699001499","-6.17830077195225"
"8240B1348601","Millfield Shopping Centre","53.6069812860447","-6.19874819551651"
"8240B136971","Balbriggan (Bank of Ireland)","53.6073616677533","-6.1834833186699"
"8240B1371101","Balbriggan (St Peter and Paul Church)","53.6039601928705","-6.1844000029904"
"8240B1371301","Balbriggan (Opposite Garda Station)","53.615464239803","-6.19149433069528"
"8240B137431","Swords (Malahide Rd Roundabout)","53.4530003740602","-6.21555654435741"
"8240DB000661","Blanchardstown, Blanchardstown Main","53.3924222501891","-6.38348935657184"
"8240DB001545","Blanchardstown, Blanchardstown Shopping Centre","53.3927566349335","-6.38428863097674"
"8240DB002294","Blanchardstown, Blanchardstown Hospital","53.3900864585235","-6.37034695742265"
"8240DB006179","Blanchardstown, Blanchardstown Hospital","53.3895530035626","-6.37077328062277"
"8240DB007297","Hospital Car Park","53.3880162566005","-6.37078686684589"
"8240DB007298","Hospital Car Park","53.3875691042428","-6.37029277862408"
"8250B1022001","Booterstown, Montrose Hotel Stillorgan","53.3088105923005","-6.21600884383586"
"8250B1022101","Stillorgan Park Hotel","53.29597017535","-6.20368700845621"
"8250B1022401","Ballybrack, Foot Bridge","53.2613542702033","-6.14833976468464"
"8250B1022501","Loughlinstown, Loughlinstown","53.242973481727","-6.13052335195355"
"8250B106341","Loughlinstown, Loughlinstown Hospital","53.2426713719461","-6.13074629721704"
"8250B1063501","Cabinteely, Cornelscourt Shopping Centre","53.265527399076","-6.15778422159676"
"8250B1063601","Galloping Green, Rocwood Estate","53.2790706190441","-6.18695493210084"
"8250B106551","Old Connawood, Castle Street","53.2070901258054","-6.11446447672189"
"8250B106561","Old Connawood, Castle Street","53.2071102214686","-6.11459833837388"
"8250B1350601","Dublin (Belfield)","53.3053145450779","-6.21663479349524"
"8250DB000768","Dublin (UCD Stillorgan Rd Flyover)","53.309418194004","-6.21877482979353"
"8250DB002016","Deansgrange, Stillorgan Road (Newtownpark Ave)","53.2782087321279","-6.18406714943227"
"8250DB004571","Stillorgan, Stillorgan Road (Stillorgan Park)","53.2889790521809","-6.19487535807999"
"8250DB004727","Stillorgan, Laurence Park","53.2908117067824","-6.19778320998189"
"8260B102091","Barberstown Rd (Eastbound)","53.316860522612","-6.60644039719256"
"8260B102101","Quidstown House (Eastbound)","53.3122921361159","-6.65236139421748"
"8260B1025301","Prosperous (Opp Curryhills)","53.2886594091657","-6.73994875585742"
"8260B1025401","Milltown (Milltown Inn)","53.2047397520434","-6.86028087505198"
"8260B1025601","Prosperous (Dowling Nth Equestrian Cent)","53.2872943156544","-6.77454498913129"
"8260B1025701","Straffan (Straffan Rd Westbound)","53.3185477075298","-6.61858815076201"
"8260B1025801","Green Cross (Westbound)","53.3202420025286","-6.62911552958706"
"8260B1025901","Greens Cross Eastbound","53.3203589720493","-6.62912679050891"
"8260B1026001","Quidstown House (Westbound)","53.3137068890087","-6.64871497226967"
"8260B1026101","Clane (Opp Maxol)","53.2964092447193","-6.67953437599049"
"8260B1026301","Clane (Aldi)","53.2905161762499","-6.68793587350201"
"8260B1026401","Clane (Clane Hospital)","53.2900774328415","-6.7003987965252"
"8260B1026501","Allen (Opp Church)","53.2419292538769","-6.85265584741901"
"8260B1026601","Prosperous (Curryhills)","53.2887124108041","-6.7407121358541"
"8260B1026701","Kilmeague (Moores Post Office)","53.2510830161174","-6.8401078558622"
"8260B1026801","Prosperous (Dowlings North)","53.2874354987988","-6.77341607531143"
"8260B1026901","Cross of Brockagh (Dag Wells)","53.2864306246533","-6.79919632580236"
"8260B1027001","Coill Dubh (Housing Estate)","53.2919675736639","-6.81815085066376"
"8260B1027101","Allenwood (Opp Centra)","53.2840095895919","-6.86021212908104"
"8260B1027201","Shee Bridge","53.2832999175711","-6.8782570726765"
"8260B1027301","Lullymore Cross","53.3102217230509","-6.92359015910499"
"8260B1027401","Carbury Mushroom","53.3188192682252","-6.92720113852172"
"8260B1027501","Derrinturn (Windmill Cross)","53.334396350016","-6.93141975353168"
"8260B1027601","Derrinturn (Opp Drenagh Pk)","53.336906507662","-6.93574151210472"
"8260B1027701","Robertstown (Opp Post Office)","53.2694337549372","-6.81523432932989"
"8260B1027801","Derrinturn (Ashgrove)","53.342026126822","-6.94448920874036"
"8260B1030001","Milltown (Opp Milltown Inn)","53.2047058144663","-6.86049134539324"
"8260B1031601","Maynooth (Opp Universty)","53.3820845147102","-6.59879461807352"
"8260B1031901","Edenderry (Opp High Rd Gap)","53.3463461204056","-6.99944104343089"
"8260B1032001","Opp Newbury Cross","53.3462678782946","-6.95159341499394"
"8260B1032101","Derrinturn (Opp Church)","53.339715295189","-6.9403116480613"
"8260B1032201","Furey's Bar","53.4273620379658","-6.90963336560526"
"8260B1032301","Lullymore Cross (Eastbound)","53.3141268741816","-6.92509770487449"
"8260B1032501","Moores Cottage (Opp School)","53.3051734038781","-6.91396433338857"
"8260B103361","Broadford (Clare), Moyvalley","53.4289067957441","-6.95783720686133"
"8260B1033701","Furey's Bar","53.4274964035581","-6.90958478477375"
"8260B103391","Cloncurry Cross (Westbound)","53.415439660208","-6.79144302865356"
"8260B1034001","Kelleher Cross","53.4211810494741","-6.76233295323907"
"8260B1034301","College","53.3821747093036","-6.59882172024453"
"8260B1039101","Newbridge (Riverbank Theatre)","53.1820035988431","-6.79479917284844"
"8260B1039201","Newbridge (Opp Ryans Bar)","53.1805392645476","-6.7975331961914"
"8260B1041101","Main Street Newbridge","53.1805340532542","-6.79790736569164"
"8260B1043101","Opposite Shee Bridge","53.2833626736254","-6.87824043234141"
"8260B1043601","Clane (Firmount Cross Eastbound)","53.2895253674433","-6.71664463717234"
"8260B1043801","Richardstown Cross Eastbound","53.3064566707629","-6.66252361989321"
